,img,category,img_size,2d_keypoints,mask,img_source,model,model_raw,model_source,3d_keypoints,voxel,rot_mat,trans_mat,focal_length,cam_position,inplane_rotation,truncated,occluded,slightly_occluded,bbox
10,img/bed/0011.png,bed,"[1024, 768]","[[[901.12, 419.97714285714284], [893.8057142857143, 509.2114285714286], [333.5314285714286, 605.76], [348.16, 715.4742857142858], [147.74857142857144, 314.6514285714286], [-1.0, -1.0], [531.0171428571429, 130.33142857142857], [125.80571428571429, 185.92], [-1.0, -1.0], [-1.0, -1.0]], [[904.0457142857143, 419.9618972525714], [892.3428571428572, 512.1218972525714], [334.9942857142857, 608.6704686811428], [348.16, 713.9961829668571], [140.43428571428572, 313.173325824], [538.3314285714285, 222.47618296685715], [535.4057142857143, 130.31618304], [125.80571428571429, 187.36761153828573], [159.45142857142858, 387.7790401097143], [-1.0, -1.0]], [[886.1988392960001, 417.627444224], [894.9759821531429, 502.47315850971427], [339.09026786742857, 596.0960156525714], [352.25598215314284, 701.4217299382857], [175.25026786742856, 337.17030136685713], [552.6674107245714, 242.08458708114287], [529.2616964388571, 138.22172990902857], [147.45598215314286, 186.49601565257143], [186.9531250102857, 395.6845870811428], [586.3131250102857, 283.0445870811429]]]",mask/bed/0011.png,ikea,model/bed/IKEA_MALM_3/model.obj,,ikea,model/bed/IKEA_MALM_3/3d_keypoints.txt,model/bed/IKEA_MALM_3/voxel.mat,"[[0.872610081674001, 0.00956494460117549, 0.4883238241123096], [-0.21867570077285398, 0.9016519168876276, 0.3731015393486982], [-0.436729416518277, -0.4323567191656022, 0.7888821738003478]]","[0.04510398442409999, 0.05967224365970001, 1.19545520246]",31.9477089690625,"[0.49578113121093115, 0.4626280792519934, -0.9873624549200828]",-0.05717895909732408,False,False,False,"[119, 131, 906, 714]"
11,img/bed/0012.png,bed,"[1024, 768]","[[[-1.0, -1.0], [-1.0, -1.0], [-1.0, -1.0], [129.54410713965714, 568.0710812525714], [-1.0, -1.0], [793.6812500114285, 451.042509824], [815.6241071542856, 351.5682241097143], [451.37267858285713, 295.97965268114285], [-1.0, -1.0], [-1.0, -1.0]], [[594.6514285714286, 699.3828571428571], [-1.0, -1.0], [126.53714285714285, 509.2114285714286], [133.85142857142858, 570.6514285714286], [-1.0, -1.0], [803.84, 455.0857142857143], [818.4685714285714, 357.07428571428574], [451.2914285714286, 300.02285714285716], [-1.0, -1.0], [-1.0, -1.0]], [[580.7542857142857, 636.48], [-1.0, -1.0], [143.36, 478.49142857142857], [138.97142857142856, 569.1885714285714], [-1.0, -1.0], [781.1657142857143, 484.34285714285716], [814.8114285714286, 357.07428571428574], [469.57714285714286, 302.9485714285714], [-1.0, -1.0], [-1.0, -1.0]]]",mask/bed/0012.png,ikea,model/bed/IKEA_MALM_3/model.obj,,ikea,model/bed/IKEA_MALM_3/3d_keypoints.txt,model/bed/IKEA_MALM_3/voxel.mat,"[[0.8493020848998475, -0.06359990433788532, -0.5240620390306706], [0.19238302988062578, 0.9617376808661283, 0.1950625618005447], [0.4916042497769142, -0.26648768333724715, 0.8290413597829872]]","[0.0009645307162280113, -0.0924945635673, 1.09438224084]",24.91461363853125,"[-0.5210277540390055, 0.3806562391660997, -0.8887404406124311]",0.108022224291443,False,False,False,"[126, 295, 817, 768]"
12,img/bed/0013.png,bed,"[683, 767]","[[[-1.0, -1.0], [309.17975446428574, 490.9827232142857], [-1.0, -1.0], [-1.0, -1.0], [-1.0, -1.0], [302.60546875, 630.1384375], [116.33404017857143, 348.5398660714286], [-1.0, -1.0], [579.8211830357143, 63.654151785714284], [93.32404017857144, 63.654151785714284], [-1.0, -1.0], [114.14261160714285, 446.05843749999997]], [[-1.0, -1.0], [311.91904017857144, 498.65272321428574], [-1.0, -1.0], [-1.0, -1.0], [-1.0, -1.0], [303.15332589285714, 635.6170089285714], [-1.0, -1.0], [-1.0, -1.0], [578.1776116071429, 65.84558035714286], [97.15904017857143, 62.5584375], [-1.0, -1.0], [-1.0, -1.0]], [[-1.0, -1.0], [306.44046875, 490.9827232142857], [-1.0, -1.0], [-1.0, -1.0], [-1.0, -1.0], [333.83332589285715, 678.3498660714286], [111.40332589285715, 346.3484375], [-1.0, -1.0], [580.3690401785714, 65.84558035714286], [94.96761160714286, 65.84558035714286], [-1.0, -1.0], [108.1161830357143, 443.8670089285714]]]",mask/bed/0013.png,ikea,model/bed/IKEA_HEMNES_1/model.obj,,ikea,model/bed/IKEA_HEMNES_1/3d_keypoints.txt,model/bed/IKEA_HEMNES_1/voxel.mat,"[[0.9412141428979449, -0.014582144438177631, 0.33749562704199765], [-0.10038929781309637, 0.9418586083061247, 0.3206623626873656], [-0.3225491064837732, -0.33569289987015555, 0.8850267515071425]]","[-0.13156438117099994, 0.05136276807389998, 0.9964630917760002]",52.93155365970337,"[0.450394808376844, 0.2842106288258778, -0.853964196356318]",-0.07946052056141355,True,False,False,"[91, 65, 683, 767]"
13,img/bed/0014.png,bed,"[1024, 768]","[[[-1.0, -1.0], [-1.0, -1.0], [-1.0, -1.0], [-1.0, -1.0], [105.32571428571428, 424.36571428571426], [-1.0, -1.0], [494.4457142857143, 199.0857142857143], [77.53142857142858, 273.69142857142856], [109.71428571428571, 509.2114285714286], [-1.0, -1.0]], [[-1.0, -1.0], [-1.0, -1.0], [-1.0, -1.0], [-1.0, -1.0], [122.88, 421.44], [-1.0, -1.0], [500.29714285714283, 196.16], [81.92, 272.22857142857146], [111.17714285714285, 504.8228571428571], [-1.0, -1.0]], [[-1.0, -1.0], [-1.0, -1.0], [-1.0, -1.0], [-1.0, -1.0], [109.71428571428571, 428.7542857142857], [-1.0, -1.0], [497.37142857142857, 197.62285714285716], [77.53142857142858, 278.08], [111.17714285714285, 515.0628571428572], [-1.0, -1.0]]]",mask/bed/0014.png,ikea,model/bed/IKEA_MALM_3/model.obj,,ikea,model/bed/IKEA_MALM_3/3d_keypoints.txt,model/bed/IKEA_MALM_3/voxel.mat,"[[0.6890441907851739, 0.004482799719520419, 0.7247054626894154], [-0.2446496500571045, 0.9427181811164498, 0.22677958400047576], [-0.6821764081761705, -0.3335600927856437, 0.6506712016285119]]","[-0.0321895575982, -0.027418722771530006, 1.2231758955999996]",35.150456693309565,"[0.8498937857639951, 0.4339950930289843, -0.7663393750161599]",0.02287021578211888,False,False,False,"[94, 205, 991, 768]"
14,img/bed/0015.png,bed,"[500, 500]","[[[306.5, 294.09375], [309.5, 380.09375], [37.5, 270.09375], [37.5, 347.09375], [457.5, 124.09375], [460.5, 274.09375], [261.5, 117.09375], [-1.0, -1.0], [456.5, 219.09375], [-1.0, -1.0]], [[309.0, 291.09375], [311.0, 374.09375], [39.0, 269.09375], [41.0, 347.09375], [461.0, 122.09375], [459.0, 275.09375], [262.0, 119.09375], [-1.0, -1.0], [459.0, 218.09375], [-1.0, -1.0]], [[313.0, 292.09375], [312.0, 380.09375], [38.0, 270.09375], [37.0, 345.09375], [460.0, 129.09375], [460.0, 272.09375], [263.0, 120.09375], [-1.0, -1.0], [459.0, 216.09375], [-1.0, -1.0]]]",mask/bed/0015.png,ikea,model/bed/IKEA_MALM_1/model.obj,,ikea,model/bed/IKEA_MALM_1/3d_keypoints.txt,model/bed/IKEA_MALM_1/voxel.mat,"[[0.9162468692512743, 0.005468103898431929, -0.400576802157831], [0.05559942570998762, 0.9884945429014222, 0.14066713374071343], [0.39673716544830745, -0.15115766104919773, 0.9054010067689223]]","[-0.053416011562900004, 0.054525268863499995, 1.99758162717]",73.73478709056,"[-0.7466041927881397, 0.2483439200971309, -1.8376795447261827]",-0.027316916203406528,False,False,False,"[38, 118, 463, 376]"
15,img/bed/0016.png,bed,"[768, 1024]","[[[646.5828571428572, 725.7142857142857], [633.4171428571428, 820.8], [329.14285714285717, 798.8571428571429], [323.2914285714286, 901.2571428571429], [313.0514285714286, 449.2342857142857], [-1.0, -1.0], [80.45714285714286, 453.62285714285713], [78.99428571428571, 639.4057142857143], [-1.0, -1.0], [83.38285714285715, 567.7257142857143]], [[641.4628571428572, 730.1028571428571], [629.76, 817.8742857142857], [331.33714285714285, 795.9314285714286], [322.56, 901.2571428571429], [315.2457142857143, 450.69714285714286], [-1.0, -1.0], [79.72571428571429, 453.62285714285713], [82.65142857142857, 640.8685714285714], [-1.0, -1.0], [94.35428571428571, 566.2628571428571]], [[641.4628571428572, 730.1028571428571], [632.6857142857143, 819.3371428571429], [328.4114285714286, 803.2457142857143], [325.48571428571427, 886.6285714285714], [321.09714285714284, 444.8457142857143], [-1.0, -1.0], [84.11428571428571, 459.4742857142857], [89.96571428571428, 632.0914285714285], [-1.0, -1.0], [82.65142857142857, 561.8742857142857]]]",mask/bed/0016.png,ikea,model/bed/IKEA_MALM_1/model.obj,,ikea,model/bed/IKEA_MALM_1/3d_keypoints.txt,model/bed/IKEA_MALM_1/voxel.mat,"[[0.8486963631916558, -0.0726288519387155, 0.5238697671858161], [-0.05100668710253055, 0.974668456794228, 0.21776068791492842], [-0.526415046304797, -0.21153356517683536, 0.8234930174734306]]","[0.09012300343340002, -0.138321498215, 1.49513826352]",44.54438193875,"[0.7035208915901131, 0.45763505879400473, -1.24832765238809]",0.11140261367303207,False,False,True,"[77, 448, 647, 906]"
16,img/bed/0017.png,bed,"[1024, 683]","[[[575.6342857142857, 542.8571428571429], [572.7085714285714, 642.3314285714285], [103.13142857142857, 329.28], [113.37142857142857, 405.3485714285714], [490.7885714285714, 109.85142857142857], [853.5771428571428, 216.64], [884.2971428571428, 89.37142857142857], [496.64, 44.02285714285714], [-1.0, -1.0], [-1.0, -1.0]], [[577.9455357805714, 543.7000670354286], [576.4826786377143, 638.7857813211428], [98.12839285028572, 327.19720989257144], [115.68267856457143, 407.65435274971423], [-1.0, -1.0], [862.6761606582858, 220.408638464], [881.6933035154286, 87.28868303725714], [492.57321428114284, 46.32868303725714], [-1.0, -1.0], [853.8990178011429, 277.46006703542855]], [[544.9142857142857, 427.2914285714286], [574.1714285714286, 637.9428571428572], [106.05714285714286, 276.6171428571429], [117.76, 405.3485714285714], [-1.0, -1.0], [856.5028571428571, 215.17714285714285], [881.3714285714286, 86.44571428571429], [492.25142857142856, 42.56], [-1.0, -1.0], [849.1885714285714, 279.54285714285714]]]",mask/bed/0017.png,ikea,model/bed/IKEA_MALM_3/model.obj,,ikea,model/bed/IKEA_MALM_3/3d_keypoints.txt,model/bed/IKEA_MALM_3/voxel.mat,"[[0.817895227522772, 0.03800472601233923, -0.5741106492621435], [0.26576800565232483, 0.8600352833787478, 0.4355533015776858], [0.5103084988191543, -0.5088172089703371, 0.6933183135390103]]","[-0.003378076285830015, 0.121147076394, 1.02488550824]",26.60987492028125,"[-0.5524418895829153, 0.4174170065034934, -0.765277290813134]",-0.1241569287592061,False,False,False,"[96, 43, 886, 639]"
17,img/bed/0018.png,bed,"[500, 396]","[[[457.666626, 288.8854141], [440.666626, 352.8854141], [12.66662598, 268.8854141], [34.66662598, 332.8854141], [144.666626, 78.88541412], [379.666626, 77.88541412], [380.666626, 16.88541412], [139.666626, 17.88541412], [-1.0, -1.0], [-1.0, -1.0]], [[457.0, 288.09375], [442.0, 354.09375], [12.0, 267.09375], [29.0, 331.09375], [-1.0, -1.0], [378.0, 93.09375], [385.0, 16.09375], [140.0, 17.09375], [-1.0, -1.0], [-1.0, -1.0]], [[450.5, 283.09375], [434.5, 351.09375], [9.5, 264.09375], [30.5, 332.09375], [150.5, 67.09375], [363.5, 71.09375], [380.5, 18.09375], [139.5, 20.09375], [130.5, 108.09375], [374.5, 92.09375]]]",mask/bed/0018.png,ikea,model/bed/IKEA_MALM_2/model.obj,,ikea,model/bed/IKEA_MALM_2/3d_keypoints.txt,model/bed/IKEA_MALM_2/voxel.mat,"[[0.9976462651698487, 0.0003202018117158925, -0.06856986993900313], [0.033505268536343676, 0.8702084523291818, 0.49154312778753967], [0.05982747339608728, -0.4926836175129531, 0.8681494839377552]]","[0.00031636461561398613, 0.113238120361, 1.03066067386]",35.581226573824004,"[-0.06577151765419784, 0.4092487584611482, -0.9504072589129798]",-0.10943172768789122,False,False,False,"[12, 14, 457, 352]"
18,img/bed/0019.png,bed,"[462, 375]","[[[412.0000153, 308.9833298], [406.0000153, 371.9833298], [-1.0, -1.0], [-1.0, -1.0], [155.0000153, 94.9833374], [375.0000153, 88.9833374], [377.0000153, 16.9833374], [141.0000153, 28.9833374], [162.0000153, 152.9833374], [381.0000153, 147.9833374]], [[417.5, 305.09375], [409.5, 373.09375], [-1.0, -1.0], [6.5, 344.09375], [150.5, 97.09375], [374.5, 90.09375], [375.5, 17.09375], [140.5, 31.09375], [-1.0, -1.0], [-1.0, -1.0]], [[420.5, 305.09375], [411.5, 370.09375], [0.5, 286.09375], [0.5, 342.09375], [165.5, 86.09375], [362.5, 80.09375], [377.5, 13.09375], [140.5, 29.09375], [-1.0, -1.0], [-1.0, -1.0]]]",mask/bed/0019.png,ikea,model/bed/IKEA_MALM_2/model.obj,,ikea,model/bed/IKEA_MALM_2/3d_keypoints.txt,model/bed/IKEA_MALM_2/voxel.mat,"[[0.9786816159492556, 0.09478504895704538, -0.1822034277865381], [0.009162067208135574, 0.8661067976145803, 0.49977502103475524], [0.20517882719088562, -0.4907899852483005, 0.8467743732852014]]","[-0.00248579188112001, 0.0798702567638, 0.932977148609]",34.15437820862338,"[-0.18972613499276414, 0.38895528459761247, -0.8303912193584837]",-0.13365851675479454,True,False,False,"[0, 17, 420, 375]"
19,img/bed/0020.png,bed,"[247, 369]","[[[187.0, 172.09375], [-1.0, -1.0], [-1.0, -1.0], [11.0, 34.09375], [-1.0, -1.0], [-1.0, -1.0], [-1.0, -1.0], [-1.0, -1.0], [-1.0, -1.0], [-1.0, -1.0], [189.0, 214.09375], [175.0, 211.09375], [-1.0, -1.0], [14.0, 171.09375], [34.0, 234.09375], [188.0, 221.09375]], [[190.173584, 168.5520515], [-1.0, -1.0], [-1.0, -1.0], [13.17358398, 30.55207825], [-1.0, -1.0], [-1.0, -1.0], [-1.0, -1.0], [-1.0, -1.0], [-1.0, -1.0], [-1.0, -1.0], [192.173584, 211.5520782], [176.173584, 211.5520782], [-1.0, -1.0], [20.17358398, 158.5520782], [-1.0, -1.0], [190.173584, 211.5520782]], [[187.7856445, 168.9375], [-1.0, -1.0], [-1.0, -1.0], [9.785644531, 34.9375], [221.7856445, 359.9375], [-1.0, -1.0], [-1.0, -1.0], [-1.0, -1.0], [-1.0, -1.0], [-1.0, -1.0], [185.7856445, 168.9375], [169.7856445, 170.9375], [-1.0, -1.0], [14.78564453, 160.9375], [36.78564453, 231.9375], [189.7856445, 212.9375]]]",mask/bed/0020.png,ikea,model/bed/IKEA_TROMSO/model.obj,,ikea,model/bed/IKEA_TROMSO/3d_keypoints.txt,model/bed/IKEA_TROMSO/voxel.mat,"[[0.398177593268476, 0.040581568068552086, 0.9164102468610995], [0.16874508684119346, 0.9787315256111073, -0.1166606036411284], [-0.9016538692235964, 0.2010913650758079, 0.3828610230959349]]","[0.09491283978330002, -0.225394813441, 0.579571931625]",48.59420763361943,"[0.5228153758955402, 0.10020238686560123, -0.33516929662934325]",0.36652776570950907,True,False,False,"[0, 31, 247, 369]"
20,img/bed/0021.png,bed,"[768, 1024]","[[[397.1657142857143, 747.6418972525714], [410.33142857142855, 889.5390401097143], [25.6, 642.3161829668571], [-1.0, -1.0], [354.74285714285713, 522.3618972525715], [669.2571428571429, 569.173325824], [686.8114285714286, 474.08761153828567], [354.74285714285713, 455.0704686811428], [-1.0, -1.0], [689.7371428571429, 654.0190401097143]], [[410.33142857142855, 735.9542857142857], [422.0342857142857, 876.3885714285715], [29.98857142857143, 630.6285714285714], [38.76571428571429, 768.1371428571429], [363.52, 501.89714285714285], [659.0171428571429, 539.9314285714286], [691.2, 484.34285714285716], [357.66857142857145, 458.01142857142855], [-1.0, -1.0], [699.9771428571429, 636.48]], [[415.53267858285716, 727.1974427794286], [411.14410715428573, 886.6488713508571], [38.11553571108571, 651.1288713508571], [51.2812499968, 750.6031570651429], [351.16696429714284, 507.7688713508572], [683.2355357257143, 557.506014208], [697.8641071542858, 479.9745856365715], [358.4812500114286, 453.6431570651429], [320.44696429714287, 554.5802999222857], [664.2183928685714, 658.4431570651428]]]",mask/bed/0021.png,ikea,model/bed/IKEA_MALM_3/model.obj,,ikea,model/bed/IKEA_MALM_3/3d_keypoints.txt,model/bed/IKEA_MALM_3/voxel.mat,"[[0.7983804532534859, 0.0312746377496132, -0.60134062634782], [0.08179544219302032, 0.983761147052115, 0.15976079364836346], [0.5965720052929121, -0.17673681728586485, 0.7828575476524808]]","[0.010015895546000013, -0.0999591431314, 1.17854969817]",34.81216573416666,"[-0.70291004968672, 0.306315800468136, -0.9006440095557889]",0.09114806314232811,False,False,False,"[14, 452, 686, 875]"
21,img/bed/0022.png,bed,"[750, 954]","[[[408.3937347677143, 888.7054573182857], [-1.0, -1.0], [-1.0, -1.0], [-1.0, -1.0], [-1.0, -1.0], [642.805163339143, 346.8334945242857], [673.3331967291429, 175.65867063514284], [157.628020482, 93.88720694288573], [-1.0, -1.0], [628.6314157997143, 428.6049191434286]], [[400.28721366857144, 897.2095581899999], [-1.0, -1.0], [-1.0, -1.0], [-1.0, -1.0], [-1.0, -1.0], [644.23864224, 345.25241533285714], [682.3986422400001, 170.80670104714284], [160.42435652571427, 89.03525167851429], [-1.0, -1.0], [-1.0, -1.0]], [[410.4329464285714, 894.1833482142857], [-1.0, -1.0], [-1.0, -1.0], [-1.0, -1.0], [-1.0, -1.0], [647.5700892857143, 344.9519196428571], [680.2786607142857, 167.78049107142857], [152.85294642857144, 84.64620535714286], [-1.0, -1.0], [628.4900892857142, 440.3519196428571]]]",mask/bed/0022.png,ikea,model/bed/IKEA_MALM_2/model.obj,,ikea,model/bed/IKEA_MALM_2/3d_keypoints.txt,model/bed/IKEA_MALM_2/voxel.mat,"[[0.9361792250912063, -0.05504590261657497, -0.3471864155072241], [0.22644258322249258, 0.8498768606657552, 0.47584984838543865], [0.2688721164627393, -0.5240985311084615, 0.8081017972253249]]","[0.115480605105, 0.05503181205480001, 1.01768613287]",51.71139311274667,"[-0.39419951352090354, 0.4929542778434493, -0.8084875750591801]",-0.05391246528450638,True,False,False,"[0, 93, 678, 954]"
22,img/bed/0023.png,bed,"[1024, 680]","[[[580.3553571108572, 429.82236613485713], [580.3553571108572, 510.279508992], [826.1153571108571, 410.8052232777143], [823.1896428251428, 437.1366518491428], [439.92107139657145, 349.3652232777143], [-1.0, -1.0], [138.57249999725715, 380.08522327771425], [135.64678571154286, 431.2852232777143], [164.9039285394286, 423.97093756342855], [587.6696428251429, 514.6680804205714], [810.0239285394285, 440.06236613485714], [-1.0, -1.0]], [[574.2526785828571, 519.7967857371428], [571.3269642971428, 639.7510714514286], [820.0126785828571, 443.7282143085714], [817.0869642971428, 499.3167857371429], [464.5383928685714, 338.40250002285717], [-1.0, -1.0], [133.93267856822857, 423.248236544], [133.93267856822857, 500.7796651154286], [169.0412500114286, 508.0939508297143], [-1.0, -1.0], [779.0526785828571, 519.7968079725714], [-1.0, -1.0]], [[602.6971428571428, 544.0853571291428], [604.16, 635.2457142857143], [814.8114285714286, 440.6857142857143], [823.5885714285714, 506.51428571428573], [457.8742857142857, 344.13714285714286], [462.2628571428571, 383.63428571428574], [143.36, 428.98285714285714], [136.0457142857143, 497.7371428571429], [172.61714285714285, 480.18285714285713], [552.96, 623.5428571428571], [808.96, 505.0514285714286], [435.93142857142857, 344.13714285714286]]]",mask/bed/0023.png,ikea,model/bed/IKEA_MANDAL_1/model.obj,,ikea,model/bed/IKEA_MANDAL_1/3d_keypoints.txt,model/bed/IKEA_MANDAL_1/voxel.mat,"[[0.6638703361600532, 0.001323402602012024, 0.7478465252792789], [-0.07604601024223846, 0.9949343972371609, 0.06574609889997052], [-0.7439712232962881, -0.10051762929894602, 0.660608072238861]]","[0.054919039122000024, -0.16134488784000003, 1.41999734796]",31.09156951634375,"[1.0077084080825633, 0.3031896657588435, -0.968524926246282]",0.11317930762898062,False,False,True,"[142, 354, 828, 638]"
23,img/bed/0024.png,bed,"[553, 285]","[[[400.159668, 150.3298569], [394.159668, 250.3298569], [58.15966797, 107.3298569], [59.15966797, 165.3298569], [-1.0, -1.0], [503.159668, 98.32986069], [507.159668, 25.32986069], [294.159668, 26.32986069], [-1.0, -1.0], [501.159668, 136.3298607]], [[401.0, 151.09375], [395.0, 252.09375], [59.0, 111.09375], [59.0, 166.09375], [-1.0, -1.0], [502.0, 97.09375], [508.0, 25.09375], [294.0, 30.09375], [-1.0, -1.0], [503.0, 138.09375]], [[402.5, 151.59375], [396.5, 248.59375], [62.5, 108.59375], [67.5, 165.59375], [-1.0, -1.0], [503.5, 93.59375], [505.5, 28.59375], [296.5, 22.59375], [-1.0, -1.0], [506.5, 137.59375]]]",mask/bed/0024.png,ikea,model/bed/IKEA_MALM_2/model.obj,,ikea,model/bed/IKEA_MALM_2/3d_keypoints.txt,model/bed/IKEA_MALM_2/voxel.mat,"[[0.8449271354971503, -0.018315236244911156, -0.5345677579333359], [0.11629738026209183, 0.981794835625856, 0.15017929312183165], [0.5220852947984218, -0.18905938976864306, 0.8316751121054143]]","[-0.08826044046870002, 0.11091487914399999, 0.933206977784]",27.168474239363473,"[-0.42553910883790214, 0.06591937539177335, -0.8399633217881639]",-0.12317076447836481,False,False,False,"[56, 23, 511, 256]"
24,img/bed/0025.png,bed,"[1024, 768]","[[[871.8628571428571, 583.8171428571428], [854.3085714285714, 692.0685714285714], [106.78857142857143, 582.3542857142858], [127.26857142857143, 696.4571428571429], [-1.0, -1.0], [-1.0, -1.0], [690.4685714285714, 207.86285714285714], [305.7371428571429, 202.01142857142858], [-1.0, -1.0], [-1.0, -1.0]], [[871.8628571428571, 586.7276115382857], [849.92, 689.1276115382857], [105.32571428571428, 589.6533258239999], [127.26857142857143, 692.053325824], [-1.0, -1.0], [-1.0, -1.0], [690.4685714285714, 207.84761153828572], [299.8857142857143, 203.4590401097143], [-1.0, -1.0], [-1.0, -1.0]], [[849.6274107245715, 555.1359821531429], [855.478839296, 682.4045535817143], [128.43883928137143, 566.838839296], [135.75312499565715, 676.5531250102857], [293.74169643885716, 291.82169643885715], [691.638839296, 285.97026786742856], [672.6216964388572, 201.12455358171428], [309.8331250102857, 198.198839296], [311.29598215314286, 344.4845535817143], [690.1759821531429, 338.6331250102857]]]",mask/bed/0025.png,ikea,model/bed/IKEA_MALM_3/model.obj,,ikea,model/bed/IKEA_MALM_3/3d_keypoints.txt,model/bed/IKEA_MALM_3/voxel.mat,"[[0.9999984517925122, -0.001645506521345671, 0.0006234748327008854], [0.0013112753578293753, 0.9331189539505316, 0.35956542983885664], [-0.0011734434433546307, -0.35956405560978144, 0.9331196670009326]]","[0.0200812232485, -0.0012992769448999999, 1.0182364717]",27.2300534221875,"[-0.018884645537258042, 0.36736665906177557, -0.9496818224650413]",0.005975425813603469,False,False,True,"[93, 213, 880, 697]"
25,img/bed/0026.png,bed,"[1024, 638]","[[[855.1212500114285, 397.72950893714284], [-1.0, -1.0], [182.20696429714286, 393.3409375085714], [180.74410715428573, 519.1466517942857], [329.9555357257143, 296.7923436982857], [691.2812500114286, 299.718057984], [695.66982144, 220.72377226971426], [329.9555357257143, 213.40948655542854], [-1.0, -1.0], [-1.0, -1.0]], [[844.0685714285714, 397.30285714285714], [844.0685714285714, 511.4057142857143], [178.46857142857144, 394.37714285714287], [178.46857142857144, 515.7942857142857], [-1.0, -1.0], [-1.0, -1.0], [691.5873214171429, 220.63866075428572], [322.94732141714286, 217.71294646857143], [-1.0, -1.0], [-1.0, -1.0]], [[849.92, 393.6304686811428], [845.5314285714286, 516.5104686811428], [178.46857142857144, 396.55618296685714], [181.3942857142857, 522.3618972525715], [324.7542857142857, 297.0818972525714], [687.5428571428571, 311.71046868114286], [690.4685714285714, 221.01332582400002], [327.6799776182857, 218.08761153828573], [-1.0, -1.0], [-1.0, -1.0]]]",mask/bed/0026.png,ikea,model/bed/IKEA_MALM_3/model.obj,,ikea,model/bed/IKEA_MALM_3/3d_keypoints.txt,model/bed/IKEA_MALM_3/voxel.mat,"[[0.9999789678256309, -0.001311238872687711, -0.0063517366920117545], [0.001934112377080351, 0.9950782762151643, 0.09907312155155995], [0.0061905666702427465, -0.09908332280094416, 0.9950598836386809]]","[-0.004372269560800009, -0.008922804524240002, 1.1906766989999416]",28.782702668884085,"[-0.0029815281787308754, 0.12684935957374946, -1.1839383789659563]",0.007680729216846496,False,False,False,"[170, 222, 860, 518]"
26,img/bed/0027.png,bed,"[500, 500]","[[[390.5, 280.09375], [394.5, 342.09375], [32.5, 256.09375], [30.5, 318.09375], [467.5, 228.09375], [-1.0, -1.0], [467.5, 153.09375], [204.5, 148.09375], [-1.0, -1.0], [468.5, 274.09375]], [[394.0, 279.09375], [395.0, 350.09375], [31.0, 257.09375], [31.0, 318.09375], [466.0, 229.09375], [-1.0, -1.0], [468.0, 154.09375], [203.0, 150.09375], [-1.0, -1.0], [467.0, 277.09375]], [[393.5, 280.09375], [393.5, 349.09375], [31.5, 256.09375], [30.5, 315.09375], [466.5, 231.09375], [-1.0, -1.0], [467.5, 153.09375], [200.5, 149.09375], [-1.0, -1.0], [469.5, 277.09375]]]",mask/bed/0027.png,ikea,model/bed/IKEA_MALM_4/model.obj,,ikea,model/bed/IKEA_MALM_4/3d_keypoints.txt,model/bed/IKEA_MALM_4/voxel.mat,"[[0.9233810915219423, 0.009054395583067821, -0.38377777129527973], [0.048664362876429425, 0.9888955192474447, 0.1404187729548934], [0.38078752553829526, -0.1483363405674821, 0.9126867975715821]]","[-0.046867106050100006, 0.04686634229879999, 1.77740179974]",56.926152422336,"[-0.635816954357611, 0.21773171610669914, -1.6467786243881155]",-0.026856833266449474,False,False,False,"[30, 153, 471, 346]"
27,img/bed/0028.png,bed,"[500, 500]","[[[32.72732544, 258.0965881], [30.72732544, 303.0965881], [371.7273254, 283.0965881], [368.7273254, 332.0965881], [464.7273254, 222.0965881], [-1.0, -1.0], [-1.0, -1.0], [-1.0, -1.0], [-1.0, -1.0], [36.72732544, 303.096611], [350.7273254, 330.096611], [-1.0, -1.0]], [[32.55554199, 264.1076355], [36.55554199, 309.1076355], [374.555542, 280.1076355], [363.555542, 338.1076355], [465.555542, 221.1076355], [468.555542, 263.1076355], [-1.0, -1.0], [-1.0, -1.0], [-1.0, -1.0], [68.55554199, 306.1076355], [-1.0, -1.0], [-1.0, -1.0]], [[36.0, 268.833313], [38.0, 303.833313], [358.0, 289.833313], [363.0, 327.833313], [456.0, 187.833313], [469.0, 241.833313], [213.0, 159.833313], [169.0, 178.833313], [-1.0, -1.0], [48.0, 300.8333282], [340.0, 328.8333282], [458.0, 218.833313]]]",mask/bed/0028.png,ikea,model/bed/IKEA_MANDAL_1/model.obj,,ikea,model/bed/IKEA_MANDAL_1/3d_keypoints.txt,model/bed/IKEA_MANDAL_1/voxel.mat,"[[0.9525248203513372, -0.034634453364157554, -0.3024845801934684], [0.07733516936604481, 0.9884471345946069, 0.13035157724721402], [0.29447536092817334, -0.14755580893979484, 0.9441988906233394]]","[-0.0429340948384, 0.004046475817529995, 2.92489700997]",103.33130304512001,"[-0.8207272466084408, 0.42609881803925376, -2.7751988781594843]",-0.037227413741437024,False,False,False,"[33, 171, 466, 348]"
